Index,item,rating
1384,Feel like nothing seems like fun to me.,1
1385,Feel like people often are out to get something from me.,1.333333333
1386,Feel little concern for others.,1.333333333
1387,Feel lucky most of the time.,3.333333333
1388,"Feel my thoughts and emotions are often ""all over the place.""",2
1389,Feel no gratitude to others.,1
1390,Feel nothing is ever my fault.,1.333333333
1391,Feel offended by forms of discrimination.,4.666666667
1392,Feel older than my age.,2.666666667
1393,Feel other people's joy.,4
1394,Feel others' emotions.,4
1395,Feel paralyzed for awhile.,2
1396,Feel relaxed when enclosed in small places such as an elevator.,3
1397,Feel relieved after inflicting pain on myself.,1.333333333
1398,Feel resentful when I don't get my own way.,2
1399,Feel restless a lot of the time.,2.333333333
1400,Feel short-changed in life.,1.666666667
1401,Feel smothered when others show deep concern towards me.,2
1402,Feel sometimes that a part of my body is separate from the rest of me.,1.666666667
1403,Feel sometimes that I all-of-a-sudden am in a strange place.,2.333333333
1404,Feel spiritually connected to other people.,3.666666667
1405,Feel sympathy for those who are worse off than myself.,4.666666667
1406,Feel thankful for what I have received in life.,4.666666667
1407,Feel that a deadly disease is always around the corner.,2
1408,Feel that breaking the law is okay as long as you don't get caught.,1.666666667
1409,Feel that burning myself makes me feel better.,1.333333333
1410,Feel that cutting myself helps me feel better.,1.333333333
1411,Feel that fantasy is more powerful than reality.,2
1412,Feel that friendly people are actually trying to manipulate me.,2
1413,Feel that having close friends is not especially important to me.,1.666666667
1414,Feel that I am too fat.,2
1415,Feel that I am too short.,2
1416,Feel that I am too skinny.,2
1417,Feel that I am too small.,2
1418,Feel that I am too tall.,2
1419,Feel that I am treated well by others.,4.333333333
1420,Feel that I do not deserve to be alive.,1
1421,Feel that I have a lot of inner strength.,4.666666667
1422,Feel that I have done something wrong.,2
1423,Feel that I have to repeat certain numbers.,2
1424,Feel that I know what people should be like.,3.666666667
1425,Feel that I shouldn't have to wait for anything.,1.666666667
1426,"Feel that I'm living in a dream, or see my life before me as if it were a movie.",2.333333333
1427,Feel that I'm someone special.,3.666666667
1428,Feel that I'm unable to deal with things.,1.666666667
1429,Feel that it's OK that some people don't like me.,4.333333333
1430,Feel that life has no meaning.,1
1431,Feel that life is full of many wonderful surprises.,4.333333333
1432,Feel that many things are outside my control.,2.333333333
1433,Feel that most bad things that happen have a hidden gift in them.,4.333333333
1434,Feel that most people are genuine.,4
1435,Feel that most people can't be trusted.,1.666666667
1436,Feel that my anxiety overwhelms me.,1.666666667
1437,Feel that my body is dissolving or that a part of my body is missing or changing.,1.333333333
1438,Feel that my body is too large.,2
1439,Feel that my interests change quickly.,2
1440,Feel that my life lacks direction.,1.333333333
1441,Feel that my life would be better if I owned certain things I don't have,2.666666667
1442,Feel that my opinion is worthless unless told otherwise,1.333333333
1443,Feel that my worry and anxiety is out of control.,1.666666667
1444,Feel that no one tells the truth anymore.,1.666666667
1445,Feel that nothing seems to make me feel good.,1.333333333
1446,Feel that other people are often to blame for my problems.,1.666666667
1447,Feel that other people are out to get me.,1.666666667
1448,Feel that others are beneath me.,1.333333333
1449,Feel that others are out to get me.,1.666666667
1450,Feel that others can't figure out what I'm trying to say.,2
1451,Feel that others misunderstand me.,1.666666667
1452,Feel that pain actually makes me feel better.,1
1453,Feel that people and things around me are not real.,1.333333333
1454,Feel that people are against me.,1.333333333
1455,Feel that people are too dependent on me.,2.333333333
1456,Feel that people have a hard time understanding me.,1.666666667
1457,Feel that people must earn my trust.,2.666666667
1458,Feel that people or things change in their appearance when they really do not.,2
1459,Feel that practice is as important as performance.,4
1460,Feel that the pace of life is too fast.,2.666666667
1461,"Feel that the slightest problems are the ""end of the world.""",1
1462,Feel that the things I own aren't all that important to me.,3.666666667
1463,Feel that there are good and bad numbers.,3
1464,Feel that there are many things that I do not know much about.,3.666666667
1465,Feel that too much modesty gets a person in trouble.,3.333333333
1466,Feel that very few merchants take advantage of their customers.,3.333333333
1467,Feel that work is not an important part of my life.,1.666666667
1468,Feel that yelling helps me feel better.,2
1469,Feel threatened easily.,1.666666667
1470,Feel unbearable guilt much the time.,1.333333333
1471,Feel uncomfortable when told that I am important.,2
1472,Feel uneasy and concerned whenever I see a distressed look on a child's face.,4.666666667
1473,Feel up to any task.,4.333333333
1474,Feel used by other people.,2
1475,Feel weak.,1.666666667
1476,Felt as though I was looking at the world through a fog so that people and objects appeared far away or unclear.,1.666666667
1477,Felt close to my parents when I was a child.,4.333333333
1478,Felt depressed.,1
1479,Felt fearful.,1.333333333
1480,Felt happy.,5
1481,Felt hopeful about the future.,5
1482,Felt I was as good as other people.,4.333333333
1483,Felt like I was disconnected from my body.,1.666666667
1484,Felt like I was dreaming when I was awake.,2.333333333
1485,Felt lonely.,1.333333333
1486,Felt sad.,1
1487,Felt that everything I did was an effort.,3.666666667
1488,Felt that I could not move my hands or feet.,1.666666667
1489,"Felt that I could not shake off the blues, even with help from my family or friends.",1.333333333
1490,Felt that people disliked me.,1.666666667
1491,Find examination of my feelings useful in solving personal problems.,4.333333333
1492,Find fault with everything.,1.333333333
1493,Find few things in my life to be grateful for.,1.333333333
1494,Find it bothersome that I can't afford to buy all the things I like.,2
1495,Find it difficult showing people that I care about them.,1.666666667
1496,Find it difficult showing people that I'm angry with them.,2
1497,Find it difficult to approach others.,1.666666667
1498,Find it difficult to break my bad habits.,1.666666667
1499,Find it difficult to compromise in policy debates.,2
1500,Find it difficult to consider as valid opinions that differ from my own.,1.333333333
1501,Find it difficult to control my own thoughts.,2.333333333
1502,Find it difficult to entertain myself.,2
1503,Find it difficult to get down to work.,1.666666667
1504,Find it difficult to manipulate others.,4
1505,Find it difficult to organize tasks and activities.,1.666666667
1506,Find it difficult to sit still for long periods of time.,2.333333333
1507,Find it difficult to stay on one course.,2
1508,Find it difficult to telephone someone I do not know.,2.666666667
1509,"Find it difficult to tell whether something really happened, or whether it occurred only in my imagination.",1.333333333
1510,Find it difficult to touch an object that has been touched by others.,2
1511,Find it easy to manipulate others.,1.666666667
1512,Find it easy to spend a lot of time learning something new.,4
1513,Find it easy to stay healthy.,4
1514,Find it easy to tell if others are interested or bored with what I'm saying.,4.666666667
1515,Find it easy to tune out background noises when trying to concentrate on something else.,4
1516,Find it hard to describe how I feel about people.,2
1517,Find it hard to forgive others.,1.666666667
1518,Find it hard to know what people are really feeling.,1.666666667
1519,Find it hard to stay in a bad mood if the people around me are happy.,3.666666667
1520,Find it hard to tell if people are lying.,2.333333333
1521,Find it hard to tell others' thoughts by their looks.,2.333333333
1522,Find it necessary to please the people who have power.,2.333333333
1523,Find it very annoying to have to wait a few minutes for a phone connection.,2.333333333
1524,Find life difficult.,1.333333333
1525,Find my attention easily strays from my work in the presence of an attractive stranger.,1.666666667
1526,"Find myself in the same kinds of trouble, time after time.",1.333333333
1527,Find myself picking up the mood of others.,3.666666667
1528,Find nothing excites me.,1.666666667
1529,Find others' opinions unimportant.,1.333333333
1530,Find out things quickly.,4.666666667
1531,Find political discussions interesting.,3.666666667
1532,Find some pleasure in hurting myself physically.,1.333333333
1533,Find that I am able to pursue one goal for a long time.,4.333333333
1534,Find that I do not get frightened easily.,4
1535,"Find that I sometimes sit starting off into space, thinking of nothing, and am not aware of the passage of time.",2.333333333
1536,Find that in certain situations I am able to do things with amazing ease and spontaneity that would usually be difficult for me.,4
1537,Find that in one situation I act so differently from when I'm inanother situation that I feel almost as if I were two different people.,2.666666667
1538,Find that it doesn't take much to make me feel happy.,4.333333333
1539,Find that it takes a lot to make me feel angry at someone.,4
1540,Find that it takes a lot to make me feel frustrated or irritated.,4.666666667
1541,Find that it's hard for me to have fun.,1.666666667
1542,Find that my friends get surprised to discover things that I have achieved in the past.,3
1543,Find that my impulses often get me into trouble.,1.333333333
1544,Find that my thoughts are racing.,2.666666667
1545,"Find that once I have a new friend, I sometimes try too hard to keep them.",2.666666667
1546,Find that people tell me their feelings.,4.333333333
1547,Find the world a very interesting place.,4
1548,Finish tasks quickly.,4.333333333
1549,Finish things despite obstacles in the way.,4.666666667
1550,Finish what I start.,4.666666667
1551,Follow a schedule.,4.333333333
1552,Follow directions.,4.666666667
1553,Follow my instincts.,4
1554,Follow my own rules.,3.666666667
1555,Follow orders.,4
1556,Follow others.,3.333333333
1557,Follow the beaten track.,2.666666667
1558,Follow the crowd.,3
1559,Follow the rules.,4.333333333
1560,Follow through on my commitments.,5
1561,Follow through with my plans.,5
1562,Forego things that are bad for me in the long run even if they make me feel good in the short run.,4.666666667
1563,Forget appointments.,2
1564,Forget deadlines.,1
1565,Forget things.,1.666666667
1566,Forgo opportunities.,1.666666667
1567,Forgo things for the sake of others.,4
1568,Form opinions based on others' beliefs.,2.333333333
1569,Formulate ideas clearly.,4.666666667
1570,Found evidence that I had done things that I did not remember doing.,1.333333333
1571,Found myself dressed in clothes I didn't remember putting on.,1
1572,Found myself in a place and had no idea how I had gotten there.,1.333333333
1573,Found new things among my belongings that I didn't remember buying.,1.333333333
1574,Found that I became so involved in a fantasy or daydream that it felt like it was really happening to me.,2
1575,Found that I could not remember whether I had done something or had just thought about doing that thing.,2
1576,"Found that I had no memory for some important event in my life (for example, a wedding or graduation).",1.333333333
1577,Found that I heard voices inside my head that told me to do things or commented on things that I was doing.,1.333333333
1578,Found that I was able to ignore pain.,3.666666667
1579,Found that when I was watching television or a movie I became so absorbed in the story that I was unaware of other events happening around me.,3
1580,"Found writings, drawings, or notes among my belongings that I must have done but cannot remember doing.",1.333333333
1581,Frequently back out of plans.,1.333333333
1582,Frequently drop things.,1.666666667
1583,Frequently forget to do things.,1.666666667
1584,Frequently forget what I am doing.,1.333333333
1585,Frequently get so strongly absorbed in one thing that I lose sight of other things.,1.666666667
1586,Frequently get things mixed up in my head.,1.666666667
1587,Frequently have thoughts about killing myself.,1
1588,Frequently question the intentions of others.,2
1589,Frequently skipped school when I was younger.,1.666666667
1590,Frequently take the blame for others' mistakes.,2
1591,Frequently visit medical websites to diagnose myself.,1.333333333
1592,Fulfill my duties without complaining.,4.333333333
1593,Generally am not interested in doing very much.,1.666666667
1594,Generally doubt the integrity of others.,1.666666667
1595,Generally feel like there isn't anything interesting or fun to do.,1.666666667
1596,Generally focus on the negative side of things.,1.666666667
1597,Generally give preference to those activities that imply an immediate gain.,2
1598,Generally lack the energy to get things done.,1.666666667
1599,Generally trust my partners to be faithful to me.,4.666666667
1600,Get a head start on others.,4
1601,Get a kick out of really scaring people.,1.666666667
1602,Get a lot of pleasure from buying things.,2.333333333
1603,Get a rush from other people lusting after me.,3
1604,Get a thrill out of doing things that might kill me.,1.666666667
1605,Get a thrill out of ripping off others.,1.333333333
1606,Get along well with others.,4.666666667
1607,Get along well with people I have just met.,4.666666667
1608,Get angry easily.,1.333333333
1609,Get angry more easily than most people.,1.666666667
1610,Get angry when my friends goes out without me.,2.333333333
1611,Get annoyed at the slightest provocation.,2
1612,Get annoyed by people who are overly friendly.,2
1613,Get annoyed when poor weather interferes with my plans for an outdoor activity.,3
1614,Get annoyed with others' behaviors.,2.333333333
1615,Get as excited about the good fortunes of others as I am about my own.,4
1616,Get back at others.,2
1617,Get back at people who insult me.,2.333333333
1618,Get bored easily.,1.666666667
1619,Get caught up in my problems.,2.333333333
1620,Get caught up in the excitement when others are celebrating.,3.666666667
1621,Get chills when I hear about acts of great generosity.,4
1622,Get chores done right away.,4.666666667
1623,Get confused easily.,1.666666667
1624,Get deeply immersed in music.,3.666666667
1625,Get easily agitated.,1.333333333
1626,Get even with others.,1.666666667
1627,Get excited about the things that I am doing.,4.666666667
1628,Get excited by new ideas.,4.333333333
1629,Get excited when I learn new things.,5
1630,Get fed up easily.,2
1631,Get furious.,1.333333333
1632,Get impatient when others talk to me about their problems.,2
1633,Get in shouting matches with other people.,2
1634,Get in trouble with the law.,1.666666667
1635,Get into moods where I feel very speeded up and irritable.,1.666666667
1636,Get into my work.,4.333333333
1637,Get irritated easily.,1.666666667
1638,Get jealous easily.,1.333333333
1639,Get lost in my dreams.,2.333333333
1640,Get lost in what I'm doing and don't pay attention to much else.,2.333333333
1641,Get nauseous when I see or think of spoiled food.,3.333333333
1642,Get others to do my duties.,1.666666667
1643,Get out of control.,1.333333333
1644,Get overwhelmed by emotions.,2
1645,Get physically ill when things aren't going well for me.,1.666666667
1646,Get pretty sweaty in new situations.,2
1647,Get puzzled by my own thoughts and feelings.,2
1648,Get restless when I spend too much time at home.,3.333333333
1649,Get sick more often than my friends.,2
1650,Get so happy or energetic that I am almost giddy.,3.666666667
1651,Get so involved with things that I forget the time.,3.333333333
1652,Get started quickly on doing a job.,4.666666667
1653,Get stressed out easily.,1.666666667
1654,Get stressed out much more than most people.,1.333333333
1655,Get suspicious when my spouse or partner says they are working late.,1.666666667
1656,Get suspicious when someone treats me nicely.,1.666666667
1657,Get the most fun out of things that are illegal.,1.333333333
1658,Get things done quickly.,4.666666667
1659,Get to the bottom of things.,4.666666667
1660,Get to the heart of the matter.,4.666666667
1661,Get to the point quickly.,4.333333333
1662,Get to work at once.,4.333333333
1663,Get too tired to do anything.,1.666666667
1664,Get upset by unpleasant thoughts that come into my mind.,2
1665,Get upset easily.,1.333333333
1666,Get upset if I see an animal in pain,4.333333333
1667,Get upset if I see people suffering on news programs.,4.333333333
1668,Get upset if objects are not arranged properly.,2.333333333
1669,Get upset if others change the way that I have arranged things.,2.333333333
1670,"Get upset if something is stolen from me, even if it has little monetary value.",3.666666667
1671,Get upset when I can't pursue my current interests.,4
1672,Get upset when others don't notice how I look.,2.333333333
1673,Get upset when others notice how I look.,2.333333333
1674,Get very anxious or angry when my spouse or romantic partner is meeting someone else.,2
1675,Give compliments.,4.666666667
1676,Give everyone a chance.,4.666666667
1677,Give in to my urges.,1.666666667
1678,Give in to no one.,4
1679,Give money to beggars.,4
1680,Give people a second chance.,4.333333333
1681,Give people good advice.,5
1682,Give priority to my own interests.,3.666666667
1683,Give to panhandlers.,4.333333333
1684,Give unsolicited advice.,2.666666667
1685,Give up easily.,1.333333333
1686,Go into situations expecting nothing but the worst to occur.,1
1687,Go my own way.,3.666666667
1688,Go off on a lot of tangents.,2.333333333
1689,Go on binges.,1.666666667
1690,Go on shopping sprees.,2
1691,Go out of my way for others.,3.666666667
1692,Go out of my way to attend educational events.,3.666666667
1693,Go out of my way to cheer up people who appear down.,4.333333333
1694,Go out of my way to help people who are suffering.,4.666666667
1695,Go out of my way to meet people.,4
1696,Go straight for the goal.,4.333333333
1697,Go through money quickly.,2.333333333
1698,Go to bed immediately if I feel that I'm getting sick.,3.333333333
1699,Go to the doctor a lot.,1.666666667
1700,Go too far with jokes.,1.333333333
1701,Gossip about others.,1.333333333
1702,Got in trouble a lot at school.,1.666666667
1703,Grow stiff for awhile.,2
1704,Grumble about things.,1.666666667
1705,Guide my life using religious scriptures.,2.333333333
1706,Habitually blow my chances.,1.666666667
1707,Had a poor appetite.,1.666666667
1708,Had crying spells.,1.666666667
1709,Had restless sleep.,1.666666667
1710,Had the experience of being accused of lying when I did not think I had lied.,1
1711,Had the experience of being in a familiar place but finding it strange and unfamiliar.,2
1712,"Had the experience of feeling as though I was standing next to myself, or watching myself as if I was looking at a different person.",2
1713,Had the experience of feeling that my body did not belong to me.,1.333333333
1714,"Had the experience of feeling that other people, objects, and the world around me were not real.",1
1715,Had the experience of looking in a mirror and not recognizing myself.,1.333333333
1716,"Had the experience of not being sure whether things I remember happening really did happen, or whether I just dreamed them.",1.333333333
1717,Had the experience of remembering a past event so vividly that it felt like I was reliving that event.,3
1718,Had thoughts about death.,1.666666667
1719,Had trouble keeping my mind on what I was doing.,1.666666667
1720,Handle problems as well as anyone else.,3.666666667
1721,Handle tasks smoothly.,4.333333333
1722,Hang around doing nothing.,2
1723,Hang up the phone on people.,2
1724,Hardly ever finish things on time.,1.333333333
1725,Hate being the center of attention.,2.333333333
1726,Hate parting with old things.,2.666666667
1727,Hate standing in lines.,2
1728,Hate surprises.,2.666666667
1729,Hate to hear about the successes of others.,1.666666667
1730,"Hate to see anyone suffer, even my worst enemy.",4.666666667
1731,Hate to seem pushy.,3.666666667
1732,Hate to wait for my turn in line or in a game.,2
1733,Hate waiting for anything.,1.666666667
1734,"Have a ""couldn't care less"" attitude.",1.333333333
1735,Have a broad outlook on what is going on.,4.333333333
1736,Have a calming influence.,5
1737,Have a colorful and dramatic way of talking about things.,3.666666667
1738,Have a conscience.,5
1739,Have a conventional lifestyle.,3.666666667
1740,Have a dark outlook on the future.,1.666666667
1741,"Have a dark, depraved, or evil side that I keep to myself.",1.333333333
1742,Have a good memory for things I've done throughout the day.,4
1743,Have a good memory.,4.666666667
1744,Have a good sense of physical balance.,4
1745,Have a good word for everyone.,4.333333333
1746,Have a great sense of humor.,4.666666667
1747,Have a hard time cheering myself up.,2
1748,Have a hard time keeping my feelings in check.,1.666666667
1749,Have a high opinion of myself.,3.666666667
1750,"Have a history of ""talking back"" to parents or teachers.",1.666666667
1751,Have a lot of fun.,4
1752,Have a low opinion of myself.,1.666666667
1753,Have a mature view on life.,4
1754,Have a mouth that gets me into trouble.,1.666666667
1755,Have a natural talent for influencing people.,4.333333333
1756,Have a negative view of the future.,1.666666667
1757,Have a negative view of the world.,1.666666667
1758,Have a plan for what I want to be doing five years from now.,4.333333333
1759,Have a pleasing physique.,4.333333333
1760,Have a point of view all my own.,4
1761,Have a poor vocabulary.,2
1762,Have a quiet laugh.,3
1763,Have a rebellious side that gets me into trouble.,2
1764,Have a reputation for asking inappropriate questions.,1.666666667
1765,Have a rich vocabulary.,4
1766,Have a sharp tongue.,3.666666667
1767,Have a slow pace to my life.,3
1768,Have a soft heart.,4
1769,Have a special ability to know what will happen before it happens.,3.666666667
1770,Have a strong need for power.,2
1771,Have a strong personality.,3.666666667
1772,Have a strong physique.,4.333333333
1773,Have a thin body.,2.666666667
1774,Have a very good imagination.,4
1775,Have a violent temper.,1.333333333
1776,Have a vivid imagination.,3.666666667
1777,Have all my senses intact.,4
1778,Have all the material things I really need to enjoy life.,4.333333333
1779,Have already gotten more than I deserve.,3.666666667
1780,Have always been a rule-breaker.,2.333333333
1781,Have always been completely fair to others.,4
1782,Have always been suspicious of other people.,1.333333333
1783,Have an attractive face.,4.333333333
1784,Have an excellent view of the world.,4.333333333
1785,Have an eye for detail.,4.333333333
1786,Have an imagination that stretches beyond that of my friends.,3.666666667
1787,"Have an intense, boisterous laugh.",3
1788,Have an uncommon ability to persuade or inspire others.,4.333333333
1789,Have as much money as I need.,4
1790,Have attacked someone physically.,1.666666667
1791,Have attacks that resemble an epileptic fit.,2
1792,Have attempted to kill myself.,1
1793,Have avoided situations or people for fear that I would get sick.,2.333333333
1794,Have bad luck.,1.666666667
1795,Have bad manners.,1.333333333
1796,Have bad things happen to me for no reason.,1.666666667
1797,Have banged my head against the wall on purpose.,1.333333333
1798,Have beautiful ideals in my heart.,5
1799,Have become extremely jealous in my lifetime.,2
1800,Have been accused of being too protective in romantic relationships.,1.666666667
1801,Have been arrested at least once in the past.,1.333333333
1802,Have been arrested multiple times.,1
1803,Have been called a cheapskate.,1.333333333
1804,Have been depressed for much of my life.,1
1805,Have been described as a jealous person by others.,1.666666667
1806,"Have been described as ""unusual.""",3
1807,Have been described as wise beyond my years.,5
1808,Have been in trouble for failing to live up to my responsibilities.,1.333333333
1809,Have been in trouble for mouthing off to my boss.,1.666666667
1810,Have been known to fly off the handle when distressed.,2.666666667
1811,Have been left speechless by the beauty depicted in a movie.,4
1812,Have been physically cruel to animals or even other people.,1
1813,Have been richly blessed in my life.,4.333333333
1814,Have been told by others that my thinking patterns don't make sense.,1.666666667
1815,Have been told I'm not listening when others are speaking to me.,1.333333333
1816,Have been told that I am difficult to understand.,2
1817,Have been told that I am rigid and inflexible.,1.333333333
1818,Have been told that I am strange or weird.,1.666666667
1819,Have been told that I have horrible table manners.,1.333333333
1820,Have been told that I have trust issues in relationships.,2
1821,Have been told that I neglect other important parts of my life because I work so hard.,1.333333333
1822,Have been told that my behavior often is bizarre.,1.666666667
1823,"Have been told that my medical problems are ""all in my head.""",1.666666667
1824,Have been told that my stories don't make sense.,2.333333333
1825,Have been told to slow down and take it easy.,2
1826,Have broken into someone else's house or car.,1
1827,Have broken things when angry.,1
1828,Have complete confidence in my doctor.,4
1829,Have crying fits.,2.333333333
1830,Have days when I'm mad at the world.,2.333333333
1831,Have deliberately not done my best.,1.666666667
1832,"Have deliberately risked my safety because I thought that it was ""the right thing to do.""",3.666666667
1833,Have difficulty accepting love from anyone.,1.666666667
1834,Have difficulty concentrating on the job at hand when I hear good news.,2
1835,Have difficulty doing my work.,2.333333333
1836,Have difficulty expressing my feelings.,2
1837,Have difficulty feeling happy.,1.333333333
1838,Have difficulty fitting in.,1.666666667
1839,Have difficulty getting others to work together.,1.666666667
1840,Have difficulty getting rid of nasty thoughts.,1.333333333
1841,Have difficulty imagining things.,2
1842,Have difficulty keeping a conversation going,1.333333333
1843,Have difficulty keeping my attention on a task.,1.666666667
1844,Have difficulty keeping things in mind.,2
1845,Have difficulty showing affection.,1.666666667
1846,Have difficulty starting tasks.,1.666666667
1847,Have difficulty understanding abstract ideas.,2.666666667
1848,Have done many terrible things.,1
1849,Have done many things for which I could have been (or was) arrested.,1.333333333
1850,Have done things to deface my body.,1.333333333
1851,Have done things to myself that others might find brutal.,1
1852,Have eerie feelings.,1.666666667
1853,Have excellent ideas.,5
1854,Have experienced a spiritual force that is greater than any human being.,2.333333333
1855,Have exploited others for my own gain.,1.333333333
1856,Have extra time on my hands.,3.333333333
1857,Have fantasized about my funeral.,2.333333333
1858,Have feelings that I can't quite identify.,2.666666667
1859,Have felt contact with a divine power.,2.333333333
1860,Have felt so good during numerous moments in my life that I could not imagine feeling any better.,3.666666667
1861,Have felt the presence of another person when he or she was not really there.,2.333333333
1862,Have felt the presence of God / a Higher Power.,3
1863,Have few interests.,2
1864,Have fixed opinions.,1.666666667
1865,Have found that it takes a lot to make me feel truly happy.,1.666666667
1866,Have frequent mood swings.,1.333333333
1867,Have frequent thoughts about death.,1.666666667
1868,Have friends who belong to very different groups of people.,3.333333333
1869,Have friends who have very different beliefs from mine.,3.666666667
1870,Have frightening dreams.,2
1871,Have gathered the means to kill myself.,1
1872,Have given myself a scar intentionally.,1
1873,Have given up hope.,1
1874,"Have good ""presence of mind.""",4.333333333
1875,Have good luck.,4.333333333
1876,Have gotten better with age.,4.333333333
1877,Have gotten into more fights than most people.,1.666666667
1878,Have gotten the important things I want in my life.,4.333333333
1879,Have great stamina.,4.333333333
1880,Have guilty thoughts that I cannot get out of my mind.,2
1881,Have had conflicts with the police.,1.333333333
1882,Have had dreams of committing suicide.,1.333333333
1883,Have had intense religious experiences.,3.333333333
1884,Have had strong impulses to just end it all.,1.666666667
1885,Have had the feeling that I might not be human.,1.666666667
1886,Have had the feeling that I was someone else.,2.333333333
1887,Have had the feeling that my thoughts were audible.,2.666666667
1888,Have had the feeling that other people have injected their thoughts into my mind.,1.333333333
1889,Have had the sensation of being hypnotized.,1.666666667
1890,"Have had the strange experience in which things seem ""more real"" than usual.",2
1891,Have had thoughts of suicide.,1.333333333
1892,Have hired a private detective to see if my partner/spouse was cheating on me.,2
1893,Have hit myself purposely with heavy objects.,1.333333333
1894,Have ideas that are very strange.,2
1895,Have intense religious experiences which influence me in a strong manner.,3
1896,Have intentionally burned my own skin.,1
1897,Have intentionally done myself physical harm.,1
1898,Have intentionally given myself alcohol poisoning.,1.333333333
1899,Have leadership abilities.,5
1900,Have learned how to get others to do things for me.,3.333333333
1901,Have learned that it's dangerous to believe what people say.,2.333333333
1902,Have little confidence in my decisions.,1.666666667
1903,Have little desire for sex or romance.,2.333333333
1904,Have little interest in hobbies and other activities.,1.666666667
1905,Have little left to live for.,1.333333333
1906,Have little patience for slackers.,3.666666667
1907,Have little respect for my superiors.,1.666666667
1908,Have little respect for the police.,2
1909,Have little sympathy for the unemployed.,2
1910,Have little to contribute.,1.666666667
1911,Have little to say.,2.333333333
1912,Have lived in all 50 states in the U.S.A.,3
1913,Have lost friends due to my jealousy.,1.666666667
1914,Have lost relationships due to my jealousy.,1.666666667
1915,Have lots of symptoms that don't make any sense to me or those around me.,2
1916,Have made a suicide plan in the past.,1.666666667
1917,Have many piercings.,3
1918,Have many valuable material possessions.,3.333333333
1919,Have medical problems that my doctors don't understand.,1.333333333
1920,Have mood swings that are completely out of control.,1.333333333
1921,Have murderous ideas.,1
1922,Have nerves of steel.,4.666666667
1923,Have never attended a college or university.,2.333333333
1924,Have never been in trouble with the law.,4.333333333
1925,Have never cared much what others thought of me.,3.666666667
1926,Have never considered myself a positive or happy person.,1.666666667
1927,Have never deliberately hurt anyone.,4.333333333
1928,Have never engaged in gossip.,4
1929,Have never felt real joy.,1.666666667
1930,Have never given bad advice to a friend.,4.333333333
1931,Have never given serious thought to ending my life.,5
1932,Have never had a loyal friend.,1.333333333
1933,Have never hated anyone.,4
1934,Have new ideas for improving things.,4.333333333
1935,Have no interest in long-term romantic relationships.,2.666666667
1936,Have no interest in making new friends.,2
1937,Have no need for close friendships.,1.333333333
1938,Have no objection to stepping on other people's toes if it is to my advantage.,1.666666667
1939,Have no opinions of my own.,1.333333333
1940,Have no plan for my life five years from now.,1.666666667
1941,Have no problem defying the wishes of people in command.,3.333333333
1942,Have no secrets.,3
1943,Have no special urge to do something original.,2.333333333
1944,Have no sympathy for criminals.,2.666666667
1945,Have no sympathy for rule-breakers.,3
1946,Have no trouble controlling my anger.,4.333333333
1947,Have no trouble eating healthy foods.,4.666666667
1948,Have no will to live.,1
1949,Have not created something of beauty in the last year.,2.333333333
1950,Have noticed that different letters of the alphabet have different colors.,3
1951,Have noticed that different odors have different colors.,2.666666667
1952,Have noticed that friends or family become frustrated with my mood swings.,2
1953,Have noticed that I put my work ahead of too many other things.,2.333333333
1954,Have noticed that lying comes easily to me.,2
1955,Have noticed that my emotions get me into trouble when I'm stressed.,1.666666667
1956,Have noticed that my friends have often betrayed me.,1.333333333
1957,Have noticed that people sometimes try to make me look foolish.,2
1958,Have occasionally disliked someone.,2.666666667
1959,Have occasionally had the feeling that a TV or radio broadcaster knew I was listening to him.,1.333333333
1960,Have often been punished without a good reason.,2
1961,Have out-of-body experiences.,2.333333333
1962,Have overcome pain and disappointment.,5
1963,Have persuaded others to do something really adventurous or crazy.,3.333333333
1964,Have physical sensations that even doctors don't understand.,2.333333333
1965,Have physically threatened someone to get what I want.,1
1966,Have planned out exactly how I will die.,2
1967,Have problems with my eyesight.,2.333333333
1968,Have purposely cut myself to the point of scarring.,1
1969,Have read a lot.,4.666666667
1970,Have read the great literary classics.,3.666666667
1971,Have recently found an original solution to a problem in my life.,4
1972,Have saved so many things that they get in the way.,2.333333333
1973,Have second thoughts.,3.333333333
1974,Have secret strategies.,3.333333333
1975,Have sensed strange smells that others do not sense.,2
1976,Have severe mood swings.,1
1977,Have some bad habits.,2.333333333
1978,Have sometimes felt incredibly intense pleasure.,3.666666667
1979,Have sometimes had to tell a lie.,2
1980,Have special problems.,2
1981,Have spent at least 30 minutes in the last 24 hours in prayer or meditation.,2.666666667
1982,Have spied on a romantic partner because I thought he/she was cheating on me.,1.333333333
1983,Have spread gossip as a way to get back at someone.,1
1984,Have started many fist fights in my life.,1
1985,Have stolen things from time to time.,1.333333333
1986,Have stolen things many times.,1.333333333
1987,Have strong emotional reactions to everyday hassles.,1.666666667
1988,Have strong reactions to even minor problems in my life.,1.666666667
1989,Have strong sexual urges.,2.666666667
1990,Have strong urges sometimes to hurt myself.,1
1991,Have taken frequent stands in the face of strong opposition.,3.666666667
1992,Have taken pills with the intention of making myself sick.,1.333333333
1993,Have taken things that weren't mine.,1.333333333
1994,Have the ability to be a good teacher.,5
1995,Have the ability to make others feel interesting.,4.666666667
1996,"Have the feeling of being directed or controlled from outside, like a puppet on a string.",1.333333333
1997,Have the power to cast spells on others.,1.666666667
